student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
11797,16,male,private,high school,5.1,86.3,yes,<15 min,yes,group study,76.5,71.2,72.1,70.8,c
11516,16,other,private,high school,5.4,59.5,yes,<15 min,no,notes,81.9,68.2,83.3,73.8,c
235,16,female,private,graduate,7.6,97.7,yes,30-60 min,yes,mixed,90.5,87.7,85.7,95.5,a
14563,14,other,private,high school,4.1,85.8,yes,15-30 min,yes,coaching,80.5,54.2,66.2,64.2,d
1549,16,other,public,phd,1.4,55.8,yes,15-30 min,no,notes,38.8,33.8,37.8,30.8,f
7481,17,male,private,diploma,2.9,85.7,yes,30-60 min,no,notes,50.0,60.6,57.3,55.2,d
10289,15,female,private,no formal,1.0,58.3,yes,<15 min,yes,mixed,19.7,12.1,19.0,22.2,f
4214,18,female,private,post graduate,4.1,50.6,yes,15-30 min,no,mixed,45.6,44.7,40.1,45.0,e
10294,19,male,private,graduate,5.4,71.2,yes,<15 min,no,notes,74.8,84.3,67.2,72.8,c
1674,18,other,public,post graduate,4.5,93.3,yes,<15 min,no,group study,70.5,75.7,74.1,66.4,d
6709,15,female,private,post graduate,7.5,58.5,yes,>60 min,no,coaching,73.4,91.6,85.5,88.9,b
13356,19,other,public,graduate,3.1,58.7,yes,30-60 min,no,group study,45.2,25.3,42.9,41.2,e
7983,17,other,public,diploma,6.0,70.4,yes,30-60 min,yes,textbook,81.9,41.9,75.7,73.2,c
2101,19,female,public,graduate,1.7,62.6,yes,<15 min,yes,online videos,29.0,45.1,32.9,36.5,f
11850,17,female,private,diploma,6.5,80.6,yes,15-30 min,no,textbook,99.2,91.0,85.8,81.4,c
12846,18,female,public,diploma,3.9,87.7,no,<15 min,no,notes,82.3,55.1,59.6,62.8,d
11789,17,male,public,no formal,2.4,53.0,yes,15-30 min,yes,group study,30.7,36.7,21.6,30.4,f
3749,19,female,public,post graduate,4.7,85.7,yes,15-30 min,no,notes,79.9,86.0,59.7,72.3,c
3174,16,male,private,high school,7.2,82.2,yes,>60 min,yes,notes,89.3,76.7,84.2,89.6,b
1816,14,other,public,diploma,1.9,71.2,no,15-30 min,yes,group study,58.1,43.6,39.1,47.4,e
3842,16,male,public,phd,4.6,73.2,no,>60 min,no,coaching,71.1,63.5,85.0,70.9,c
10198,18,female,public,diploma,3.9,55.1,no,>60 min,no,group study,46.7,36.4,36.5,50.2,e
8017,16,other,private,diploma,2.4,58.2,yes,>60 min,no,group study,32.4,42.4,47.3,49.7,e
7012,17,male,private,high school,2.4,76.9,yes,>60 min,no,online videos,52.9,47.7,54.1,54.7,e
4494,15,female,public,no formal,1.6,83.2,no,<15 min,yes,mixed,48.0,38.5,63.6,47.9,e
675,17,male,private,diploma,3.2,63.7,no,30-60 min,yes,group study,47.0,37.7,37.3,42.8,e
8089,18,female,public,diploma,7.6,68.2,yes,15-30 min,yes,notes,91.9,86.9,87.1,88.5,b
8579,19,male,public,high school,5.4,87.9,yes,30-60 min,yes,mixed,71.0,53.9,50.2,69.4,d
2159,18,male,private,no formal,7.8,59.6,yes,<15 min,no,notes,96.8,75.6,85.3,81.5,c
2662,18,male,public,high school,2.1,55.8,yes,>60 min,yes,notes,34.0,41.0,49.4,46.8,e
2065,17,other,private,graduate,3.9,57.4,yes,30-60 min,yes,group study,64.2,43.5,64.7,62.0,d
12044,19,other,private,high school,7.1,96.2,yes,30-60 min,no,coaching,100.0,100.0,91.3,94.0,b
3254,16,male,public,high school,2.7,64.7,yes,>60 min,no,group study,55.4,46.2,40.0,49.3,e
4980,17,female,private,no formal,4.8,51.1,yes,>60 min,no,group study,74.4,69.9,66.2,51.9,e
7704,15,female,public,high school,6.7,87.0,yes,15-30 min,yes,coaching,88.0,81.4,87.6,83.9,c
12829,17,other,public,phd,1.5,54.7,yes,15-30 min,no,mixed,28.1,6.7,35.5,37.5,f
12459,16,male,private,phd,4.7,68.1,no,<15 min,no,mixed,65.0,67.1,76.9,63.3,d
14745,19,female,public,phd,6.0,80.2,no,15-30 min,yes,group study,75.6,99.7,89.2,84.7,c
8932,14,male,private,diploma,1.2,65.2,yes,30-60 min,no,notes,41.0,28.4,36.8,40.2,e
1402,15,male,private,diploma,1.2,58.7,yes,>60 min,yes,group study,23.9,25.4,14.2,29.7,f
3260,16,female,public,high school,4.2,79.6,no,<15 min,no,group study,61.9,65.1,73.0,72.9,c
10470,18,other,public,phd,7.6,61.7,yes,>60 min,yes,notes,80.5,87.6,100.0,87.2,b
12097,15,male,private,phd,7.9,96.5,yes,<15 min,yes,textbook,89.7,96.5,100.0,97.8,a
3924,16,male,private,no formal,5.0,82.9,yes,15-30 min,no,coaching,67.0,69.2,77.6,76.8,c
4215,18,male,private,phd,3.3,59.8,yes,<15 min,yes,notes,67.6,33.5,32.6,41.4,e
3228,16,female,private,no formal,7.0,84.4,yes,30-60 min,no,group study,100.0,77.1,83.7,96.3,a
11024,17,female,public,graduate,6.1,56.5,yes,15-30 min,no,mixed,73.8,55.8,74.0,67.4,d
11951,18,male,private,post graduate,7.3,56.1,yes,>60 min,yes,group study,74.4,50.9,82.9,81.0,c
10705,17,other,public,diploma,5.5,53.4,yes,<15 min,no,group study,81.5,68.0,61.5,61.9,d
10344,17,other,private,phd,4.9,53.5,yes,>60 min,yes,notes,58.4,72.1,66.2,61.1,d
11868,15,other,private,phd,1.4,50.3,yes,<15 min,yes,online videos,28.5,29.8,21.1,24.4,f
2746,16,male,private,phd,3.6,64.8,yes,>60 min,yes,textbook,70.3,56.6,64.4,61.5,d
6092,19,other,public,post graduate,0.6,96.8,yes,30-60 min,no,coaching,34.1,39.3,38.4,36.9,f
3867,17,female,public,post graduate,1.9,83.1,yes,<15 min,no,mixed,34.1,41.9,33.4,47.3,e
11957,19,female,public,no formal,0.9,71.3,yes,>60 min,no,coaching,16.0,29.4,18.0,28.5,f
13994,18,other,public,no formal,1.6,80.7,no,<15 min,yes,group study,34.8,30.9,42.8,37.6,f
5819,16,female,private,diploma,6.3,90.5,yes,30-60 min,yes,notes,93.5,92.4,86.5,90.6,b
2223,14,male,public,phd,3.3,63.4,yes,15-30 min,yes,mixed,48.5,37.6,65.5,42.8,e
2793,18,female,public,no formal,3.3,80.1,yes,>60 min,no,coaching,74.5,43.0,46.9,55.7,d
9890,17,female,public,no formal,1.5,58.3,yes,15-30 min,no,online videos,24.9,48.0,35.3,36.5,f
13733,15,male,public,graduate,2.7,93.1,yes,15-30 min,no,coaching,77.4,41.4,43.5,58.6,d
11655,18,female,private,phd,7.1,87.4,yes,15-30 min,yes,online videos,94.0,100.0,100.0,97.3,a
4064,17,female,public,diploma,1.2,75.0,yes,15-30 min,yes,textbook,33.8,36.8,52.3,45.8,e
14048,16,other,private,high school,5.0,96.6,yes,>60 min,no,notes,90.6,62.7,76.9,86.6,b
1525,17,other,private,no formal,6.7,57.9,no,<15 min,yes,coaching,66.6,65.3,61.8,68.4,d
12953,19,male,private,high school,4.6,97.7,yes,15-30 min,no,mixed,62.5,93.0,78.6,74.2,c
8225,19,male,public,no formal,4.0,57.0,yes,15-30 min,yes,online videos,51.6,44.1,74.2,50.4,e
6199,14,male,public,post graduate,3.9,55.2,yes,15-30 min,no,textbook,47.1,63.3,52.4,52.4,e
4026,14,male,private,phd,2.4,75.5,yes,15-30 min,no,coaching,49.1,55.6,48.7,54.9,e
2567,18,male,private,diploma,5.4,67.6,yes,<15 min,no,group study,60.4,89.7,67.6,69.1,d
2804,14,other,public,high school,5.3,86.5,no,>60 min,yes,textbook,79.2,69.1,87.9,70.1,c
12089,18,other,public,phd,5.0,69.0,yes,30-60 min,no,group study,61.8,82.7,70.0,74.5,c
3710,19,other,private,phd,3.8,65.4,yes,>60 min,yes,group study,65.9,58.0,40.4,56.2,d
6156,17,female,public,graduate,1.4,72.7,no,30-60 min,no,group study,36.8,33.5,54.5,35.5,f
13840,17,male,private,post graduate,1.8,51.3,yes,>60 min,yes,group study,32.1,45.8,31.2,30.8,f
720,17,other,public,diploma,6.5,58.2,yes,30-60 min,no,textbook,80.1,69.8,69.2,77.3,c
14891,18,male,private,diploma,5.4,98.0,yes,15-30 min,no,online videos,75.1,80.6,77.6,83.1,c
6517,15,other,private,phd,4.5,61.9,yes,<15 min,no,online videos,49.1,68.8,46.2,52.6,e
4580,15,other,private,post graduate,5.2,57.3,yes,15-30 min,no,mixed,38.3,47.9,63.0,57.4,d
973,16,other,public,no formal,7.0,65.5,no,<15 min,yes,mixed,71.5,90.9,79.1,74.0,c
3719,18,other,private,graduate,7.1,59.9,yes,>60 min,no,group study,81.7,76.1,78.3,76.1,c
7396,14,male,private,high school,4.0,70.4,yes,30-60 min,no,notes,58.6,62.1,60.8,57.5,d
14959,16,female,private,phd,2.6,68.0,yes,15-30 min,yes,online videos,31.4,48.5,30.0,41.9,e
4403,16,female,public,diploma,1.8,96.1,no,<15 min,yes,mixed,49.1,35.9,53.3,48.0,e
4553,14,female,private,diploma,5.0,77.1,yes,30-60 min,no,group study,64.0,66.6,71.2,71.2,c
2208,19,other,public,high school,2.0,61.2,yes,<15 min,no,textbook,15.0,60.5,37.5,32.9,f
4427,15,female,private,graduate,2.5,55.5,yes,<15 min,no,group study,47.7,40.1,37.2,37.8,f
6920,18,other,private,no formal,6.3,87.6,yes,30-60 min,yes,mixed,91.0,81.0,66.7,80.0,c
12513,19,other,private,diploma,7.3,99.4,yes,>60 min,no,mixed,100.0,100.0,100.0,100.0,a
11223,16,female,public,high school,4.9,72.2,yes,>60 min,no,online videos,73.7,87.3,59.7,69.6,d
11768,19,male,public,post graduate,0.8,83.5,yes,15-30 min,yes,textbook,52.4,43.9,54.2,45.5,e
13768,18,male,private,high school,3.2,91.1,yes,15-30 min,no,group study,65.9,63.9,55.0,70.4,c
11309,16,male,private,high school,6.4,99.5,yes,15-30 min,no,mixed,99.7,100.0,91.3,89.9,b
11478,19,male,private,phd,0.9,69.2,yes,>60 min,yes,online videos,29.2,36.3,29.6,33.3,f
13371,15,female,public,no formal,3.0,82.9,yes,<15 min,yes,mixed,50.9,39.6,44.1,64.1,d
8836,14,other,public,high school,2.9,64.4,yes,30-60 min,no,group study,38.5,72.8,56.1,56.1,d
12904,15,other,public,diploma,1.3,66.1,yes,15-30 min,no,mixed,51.7,36.0,22.3,31.5,f
8387,17,female,public,no formal,3.1,50.0,yes,15-30 min,no,notes,48.2,72.6,56.8,52.1,e
12189,15,female,public,no formal,4.4,69.5,no,>60 min,no,coaching,59.2,64.2,64.0,66.9,d
8681,19,female,public,phd,3.3,61.7,yes,>60 min,no,textbook,52.3,43.1,36.6,48.2,e
2205,16,male,public,diploma,5.2,90.2,no,<15 min,no,group study,68.6,80.3,84.0,81.4,c
10850,19,other,private,diploma,5.8,69.5,yes,30-60 min,yes,online videos,64.3,83.1,77.2,74.8,c
5346,16,other,public,diploma,5.5,83.5,yes,>60 min,yes,notes,76.4,89.8,86.8,82.5,c
14748,18,female,public,high school,3.3,74.6,yes,15-30 min,no,coaching,59.9,39.7,40.2,57.9,d
3277,14,other,public,post graduate,4.0,66.5,yes,>60 min,yes,textbook,73.4,59.4,61.1,50.8,e
1103,19,female,private,phd,2.5,80.6,yes,>60 min,no,mixed,68.1,40.8,41.4,43.5,e
5244,19,male,public,post graduate,1.7,58.0,no,15-30 min,yes,notes,48.1,46.6,37.8,44.0,e
6615,15,female,public,phd,7.9,84.6,yes,30-60 min,yes,coaching,99.2,96.2,100.0,94.1,b
9434,16,female,private,post graduate,4.4,94.9,yes,30-60 min,no,online videos,64.4,55.7,79.8,76.5,c
8708,14,other,public,phd,4.2,63.4,yes,30-60 min,yes,coaching,46.7,79.5,52.7,61.5,d
13914,15,male,private,graduate,1.7,84.3,yes,>60 min,no,textbook,52.5,59.4,47.6,45.1,e
5224,18,male,private,high school,2.7,65.4,yes,<15 min,no,mixed,46.3,47.5,58.5,53.0,e
8585,15,other,public,high school,7.2,81.5,yes,30-60 min,no,textbook,96.4,96.2,97.7,97.0,a
631,18,female,private,high school,6.4,74.1,no,30-60 min,yes,online videos,80.7,59.4,88.1,83.2,c
11909,17,male,private,graduate,1.5,61.4,yes,<15 min,no,group study,37.4,55.2,43.1,44.8,e
10040,16,male,private,post graduate,7.6,83.7,yes,30-60 min,no,textbook,92.3,88.1,85.3,88.3,b
10848,14,male,public,phd,3.0,95.9,yes,>60 min,no,notes,71.5,70.6,79.3,69.8,d
9172,18,other,private,graduate,5.6,58.8,yes,>60 min,no,notes,67.7,64.0,74.3,66.8,d
12722,16,female,public,high school,2.5,89.2,yes,30-60 min,no,textbook,64.3,42.8,50.8,60.6,d
11595,17,female,public,phd,3.3,57.7,yes,15-30 min,no,group study,61.8,37.2,67.6,48.5,e
12064,16,male,private,graduate,5.2,90.5,yes,15-30 min,yes,notes,84.0,64.6,69.0,80.9,c
6684,18,female,private,post graduate,3.4,80.8,yes,30-60 min,no,online videos,67.8,31.4,54.0,61.0,d
278,18,female,private,diploma,3.1,72.0,yes,<15 min,yes,notes,47.6,78.2,71.2,58.1,d
233,14,female,public,no formal,1.3,85.2,yes,30-60 min,yes,textbook,39.8,46.2,50.7,39.7,f
9745,17,other,public,phd,1.6,52.6,yes,15-30 min,no,group study,40.3,45.6,26.4,35.6,f
5691,16,other,private,high school,4.7,76.7,yes,<15 min,yes,coaching,56.1,69.8,77.2,60.4,d
13402,15,female,public,diploma,4.8,51.0,yes,>60 min,no,mixed,55.9,77.0,58.9,62.1,d
7660,17,other,public,diploma,4.4,77.8,yes,30-60 min,no,online videos,72.7,80.5,74.4,72.1,c
11463,17,other,private,graduate,3.6,84.1,yes,>60 min,no,online videos,67.2,63.7,62.2,69.8,d
10602,17,other,private,high school,0.7,80.4,yes,30-60 min,no,notes,52.2,37.8,34.3,43.4,e
11705,14,other,public,high school,2.5,54.3,yes,<15 min,yes,mixed,54.3,52.8,52.9,45.2,e
26,17,male,private,diploma,8.0,77.4,yes,>60 min,no,coaching,100.0,87.7,69.3,92.5,b
13706,18,female,public,graduate,3.3,79.0,no,<15 min,no,mixed,47.6,52.9,45.1,48.9,e
14843,17,other,public,high school,5.8,96.6,no,15-30 min,no,group study,100.0,90.0,78.4,81.4,c
7469,19,female,private,no formal,0.9,57.7,yes,15-30 min,yes,textbook,35.0,44.0,39.0,40.1,e
6411,19,male,private,post graduate,2.7,94.0,no,30-60 min,yes,group study,37.9,66.4,40.0,54.1,e
8653,15,other,public,phd,1.8,97.5,yes,>60 min,yes,textbook,29.6,43.6,60.2,45.9,e
3765,16,other,private,phd,6.5,77.3,yes,<15 min,yes,textbook,81.0,100.0,91.4,89.8,b
6600,14,other,public,diploma,7.7,66.4,yes,>60 min,no,group study,96.6,85.5,100.0,97.2,a
11624,14,other,private,post graduate,4.7,82.6,no,30-60 min,no,coaching,82.4,74.2,75.1,76.5,c
13380,16,other,public,graduate,2.1,89.9,no,30-60 min,yes,online videos,52.5,53.5,51.4,53.6,e
5103,15,female,public,diploma,4.8,68.0,yes,15-30 min,no,notes,54.3,73.3,69.3,60.0,d
7007,17,male,public,post graduate,5.5,69.7,yes,>60 min,yes,group study,79.4,82.7,61.6,75.2,c
3484,15,female,private,no formal,7.6,97.7,yes,30-60 min,no,coaching,97.7,90.2,100.0,100.0,a
1995,18,male,private,phd,2.1,55.0,yes,<15 min,yes,notes,44.0,35.8,51.3,47.6,e
8683,14,male,public,no formal,5.2,84.0,no,>60 min,yes,online videos,75.0,76.4,79.8,69.2,d
1073,18,other,private,graduate,1.0,86.8,yes,<15 min,no,notes,33.5,55.5,39.6,37.1,f
6708,15,other,public,post graduate,2.3,97.4,yes,>60 min,yes,coaching,51.6,58.5,82.5,51.1,e
11366,15,male,private,high school,3.2,51.5,no,>60 min,no,group study,74.9,82.7,68.8,56.1,d
216,15,male,public,phd,5.4,55.3,yes,15-30 min,yes,mixed,58.4,68.2,52.9,67.5,d
7606,15,other,public,no formal,0.7,52.6,yes,<15 min,yes,online videos,5.9,35.0,15.7,19.8,f
9916,15,female,public,phd,3.3,88.9,yes,<15 min,yes,coaching,75.3,70.8,51.2,70.2,c
9785,16,male,private,graduate,7.6,78.4,yes,30-60 min,no,mixed,84.4,88.7,95.5,86.6,b
2607,17,other,public,phd,3.0,76.8,yes,30-60 min,yes,online videos,60.4,71.9,68.2,62.2,d
8351,14,female,public,post graduate,5.3,55.1,yes,>60 min,yes,notes,50.4,64.9,57.7,55.6,d
14825,18,male,public,post graduate,4.1,53.3,yes,>60 min,no,group study,56.3,67.7,67.3,60.7,d
4782,17,female,private,high school,7.5,81.3,yes,>60 min,yes,notes,82.0,83.9,68.2,85.7,b
3314,15,female,public,post graduate,3.0,90.1,yes,<15 min,no,group study,57.6,55.5,70.3,58.8,d
11034,15,other,public,graduate,3.1,92.4,yes,15-30 min,yes,coaching,72.2,64.8,70.0,71.2,c
9969,15,other,private,no formal,7.8,66.2,yes,30-60 min,yes,notes,84.7,100.0,77.4,88.7,b
10245,14,female,public,phd,2.5,77.6,yes,15-30 min,yes,group study,58.1,42.9,50.1,46.6,e
7764,19,male,private,high school,7.4,53.2,yes,15-30 min,no,online videos,100.0,78.7,85.6,79.6,c
5940,15,male,public,post graduate,6.6,74.5,yes,15-30 min,yes,mixed,80.5,80.7,91.9,80.9,c
14697,17,other,private,diploma,7.8,99.7,yes,<15 min,yes,notes,100.0,100.0,100.0,100.0,a
14795,17,male,private,no formal,2.5,63.3,no,30-60 min,yes,textbook,32.5,20.6,42.2,36.9,f
2296,18,male,public,phd,0.9,97.9,yes,>60 min,no,mixed,54.3,57.2,56.3,48.1,e
5686,16,male,private,no formal,4.5,63.1,yes,15-30 min,no,online videos,54.7,46.0,55.9,56.4,d
1697,16,male,public,high school,1.7,78.5,yes,15-30 min,yes,coaching,44.3,55.9,48.3,49.4,e
11186,17,female,private,diploma,1.9,76.7,yes,>60 min,yes,online videos,62.6,56.6,66.2,55.4,d
10662,18,female,public,phd,2.0,68.0,yes,>60 min,yes,textbook,40.1,36.6,39.8,39.3,f
1947,14,other,private,no formal,4.3,85.2,yes,<15 min,yes,notes,70.0,52.5,65.8,66.1,d
12002,16,other,public,no formal,4.0,96.0,yes,<15 min,yes,notes,73.9,67.0,88.7,72.2,c
14351,14,male,public,graduate,2.0,66.1,yes,<15 min,no,mixed,51.6,37.5,49.3,44.3,e
2784,19,other,private,high school,7.2,52.4,no,<15 min,no,mixed,85.4,76.3,68.9,78.1,c
3645,19,female,private,high school,3.8,71.3,no,>60 min,no,notes,85.1,65.4,67.8,68.6,d
5242,19,male,public,no formal,3.6,95.6,yes,<15 min,yes,coaching,65.2,72.0,65.6,74.5,c
6421,17,male,public,diploma,2.0,87.4,yes,15-30 min,yes,online videos,70.7,44.4,50.5,57.4,d
13870,17,male,public,graduate,7.9,88.9,yes,>60 min,yes,mixed,83.6,89.7,97.4,95.1,a
10693,18,female,private,phd,3.2,60.2,yes,>60 min,yes,coaching,41.7,71.2,53.2,45.8,e
7558,18,female,public,post graduate,5.4,76.7,yes,<15 min,yes,coaching,83.1,78.9,72.9,73.0,c
11838,19,male,public,graduate,6.9,58.2,yes,<15 min,no,textbook,76.2,79.8,61.9,82.4,c
2646,14,female,public,diploma,7.6,81.0,yes,15-30 min,yes,notes,100.0,95.9,100.0,95.5,a
6590,16,male,private,phd,5.1,58.6,no,15-30 min,no,coaching,62.6,51.5,77.5,56.6,d
6354,19,female,public,phd,5.7,66.3,yes,30-60 min,yes,textbook,60.9,63.3,54.3,63.3,d
10542,19,female,private,graduate,2.4,87.6,yes,30-60 min,yes,coaching,64.7,76.3,44.5,58.4,d
1933,19,male,public,phd,0.7,52.9,yes,>60 min,yes,coaching,23.6,46.1,34.5,28.3,f
11487,15,male,private,high school,0.8,68.9,yes,<15 min,no,coaching,35.6,35.9,20.3,43.1,e
1758,17,female,private,high school,3.7,78.5,yes,<15 min,no,coaching,69.3,88.9,54.7,64.9,d
14339,16,male,private,high school,6.0,56.1,yes,>60 min,no,coaching,61.7,58.1,76.2,67.2,d
5086,16,female,public,graduate,6.1,68.8,yes,>60 min,yes,textbook,70.3,69.0,71.8,67.3,d
5638,16,other,public,phd,3.5,62.3,yes,30-60 min,no,mixed,56.7,56.0,72.3,57.9,d
1117,19,other,public,graduate,4.4,51.9,yes,>60 min,yes,mixed,53.8,59.0,67.4,61.5,d
10760,18,male,public,diploma,4.6,93.6,yes,15-30 min,yes,mixed,73.1,84.2,71.7,74.9,c
11692,19,other,private,high school,6.1,92.9,yes,30-60 min,yes,coaching,100.0,92.9,100.0,95.4,a
493,18,male,public,diploma,7.1,78.7,yes,>60 min,no,online videos,100.0,90.7,97.2,98.2,a
11499,14,female,private,post graduate,5.3,71.9,yes,>60 min,yes,group study,75.6,56.0,79.3,72.1,c
8812,17,other,private,post graduate,4.4,83.4,yes,30-60 min,no,group study,70.2,86.1,70.2,68.8,d
11425,15,other,public,post graduate,4.4,86.6,no,30-60 min,no,notes,75.9,81.1,85.2,78.5,c
7889,18,female,public,diploma,7.8,81.5,yes,30-60 min,yes,online videos,87.5,99.3,100.0,100.0,a
12016,19,other,private,diploma,5.5,60.5,yes,15-30 min,no,notes,72.8,58.6,71.2,64.7,d
6475,15,other,private,post graduate,7.1,68.9,yes,15-30 min,yes,online videos,54.1,58.0,80.3,81.1,c
10573,15,female,private,post graduate,7.5,66.7,yes,30-60 min,no,notes,83.3,72.5,88.6,79.9,c
14386,17,other,public,no formal,4.9,63.2,yes,30-60 min,no,mixed,62.4,55.5,56.1,60.4,d
9739,19,female,public,post graduate,4.3,97.2,yes,>60 min,no,online videos,65.0,81.7,64.6,73.2,c
4959,19,other,private,high school,1.3,53.7,yes,15-30 min,no,coaching,35.9,41.6,36.5,37.3,f
13980,14,male,public,no formal,5.5,95.5,yes,30-60 min,yes,group study,100.0,88.4,92.1,79.9,c
11756,15,other,private,high school,7.6,92.8,yes,>60 min,yes,textbook,95.5,80.9,100.0,89.6,b
9798,19,male,public,graduate,0.7,58.2,yes,>60 min,yes,textbook,45.2,23.9,22.9,34.8,f
11945,18,other,private,diploma,0.7,66.3,yes,30-60 min,no,group study,43.0,51.5,57.2,42.0,e
14608,16,male,public,post graduate,7.1,86.2,no,15-30 min,yes,notes,77.4,86.1,60.6,82.7,c
12868,19,female,public,graduate,6.5,54.2,yes,>60 min,yes,mixed,81.1,81.6,100.0,83.3,c
10083,15,male,public,phd,2.1,58.7,no,15-30 min,yes,online videos,16.0,34.4,25.6,31.4,f
9468,15,male,private,graduate,1.9,90.8,yes,>60 min,yes,online videos,39.5,66.5,54.0,59.0,d
14896,16,female,private,no formal,7.7,91.5,no,15-30 min,no,coaching,98.3,96.5,82.3,100.0,a
2744,19,other,private,post graduate,7.4,76.8,yes,15-30 min,no,mixed,100.0,100.0,100.0,95.2,a
14144,15,male,public,diploma,4.2,69.1,yes,15-30 min,no,mixed,58.7,72.9,71.7,68.8,d
7867,18,male,private,post graduate,4.2,88.9,yes,<15 min,no,mixed,66.6,98.0,67.4,77.6,c
10686,19,other,private,graduate,2.7,71.4,yes,30-60 min,yes,mixed,41.5,59.9,50.4,56.3,d
7161,14,male,public,high school,3.9,71.6,yes,30-60 min,yes,coaching,70.9,75.9,46.9,68.1,d
5452,18,other,private,phd,6.3,67.6,yes,<15 min,no,online videos,92.6,67.4,70.1,79.5,c
5259,18,male,public,diploma,3.3,92.4,no,15-30 min,yes,coaching,36.9,48.9,53.9,56.3,d
8549,14,female,private,no formal,4.3,60.9,no,<15 min,yes,textbook,65.5,51.0,72.2,63.3,d
13913,15,female,public,graduate,1.1,62.2,no,<15 min,yes,online videos,34.2,35.1,34.0,41.7,e
14610,17,female,private,diploma,4.0,88.3,yes,30-60 min,no,coaching,82.3,89.2,82.8,73.7,c
7187,16,other,private,graduate,2.8,68.3,no,<15 min,no,mixed,61.7,51.3,43.8,54.6,e
6103,16,male,private,no formal,3.4,51.3,yes,>60 min,yes,group study,37.9,41.4,51.8,41.9,e
14647,19,female,private,high school,3.2,84.9,no,>60 min,yes,textbook,57.7,56.7,46.2,51.8,e
9062,18,male,public,post graduate,4.6,50.3,no,15-30 min,yes,notes,59.1,48.2,56.8,50.5,e
9078,14,other,public,high school,5.9,62.0,yes,30-60 min,no,mixed,62.1,76.6,67.7,71.8,c
10194,18,other,private,diploma,5.5,58.9,yes,>60 min,no,coaching,63.9,69.9,62.7,65.7,d
14490,16,other,private,diploma,5.0,74.5,yes,<15 min,no,mixed,100.0,76.6,90.2,79.4,c
13702,19,male,private,diploma,2.4,89.8,yes,30-60 min,no,notes,36.9,39.5,33.2,46.5,e
9476,14,male,private,no formal,4.3,52.2,yes,15-30 min,yes,mixed,40.5,57.2,45.5,47.8,e
620,14,male,public,diploma,1.9,78.5,yes,15-30 min,yes,group study,40.6,47.5,21.1,37.1,f
883,16,other,private,diploma,1.4,59.0,yes,15-30 min,no,textbook,33.5,28.5,25.8,34.5,f
8989,14,male,private,no formal,3.1,74.4,yes,30-60 min,no,mixed,42.9,37.0,53.0,46.8,e
3643,19,male,private,graduate,6.5,72.5,yes,15-30 min,no,textbook,100.0,85.6,89.4,90.0,b
14461,19,female,private,phd,4.6,77.2,yes,>60 min,no,group study,64.6,54.2,63.8,71.3,c
11618,14,male,public,no formal,3.2,90.2,yes,15-30 min,yes,online videos,75.6,56.6,66.2,64.6,d
1297,15,male,public,graduate,1.5,86.3,no,15-30 min,yes,notes,38.7,31.6,68.4,53.3,e
12907,16,female,private,graduate,5.2,96.9,no,<15 min,yes,textbook,62.0,71.0,74.3,73.6,c
14123,19,other,private,high school,3.3,64.5,yes,15-30 min,yes,coaching,41.6,53.5,67.7,53.7,e
8437,15,male,private,high school,0.8,96.6,yes,30-60 min,no,mixed,38.3,44.4,34.8,41.8,e
2896,17,other,public,post graduate,2.0,51.0,yes,15-30 min,yes,notes,38.0,33.3,33.2,45.2,e
6594,18,male,public,diploma,4.1,61.1,yes,<15 min,no,notes,59.9,62.2,70.1,59.8,d
930,17,male,private,diploma,6.1,86.3,yes,15-30 min,no,group study,78.4,61.1,66.3,74.9,c
5367,14,male,public,phd,3.6,77.7,yes,15-30 min,no,notes,53.1,84.0,87.1,68.8,d
8712,18,male,public,high school,7.9,50.8,yes,<15 min,no,textbook,66.5,80.7,68.7,80.2,c
3213,16,female,public,high school,6.4,76.0,yes,<15 min,yes,mixed,87.2,71.4,64.8,78.7,c
2410,14,female,private,no formal,3.7,76.7,yes,>60 min,no,online videos,55.5,68.8,61.6,68.6,d
8200,19,male,public,post graduate,7.3,75.8,no,30-60 min,yes,textbook,95.0,100.0,100.0,96.3,a
10718,16,other,public,no formal,5.0,68.9,no,15-30 min,no,coaching,72.9,84.3,60.4,75.5,c
3424,16,female,public,phd,7.7,70.5,yes,30-60 min,no,group study,76.3,77.8,100.0,84.4,c
10212,16,other,private,no formal,6.1,63.5,yes,<15 min,yes,notes,81.5,91.3,67.1,81.6,c
12783,17,female,private,post graduate,5.2,57.9,yes,30-60 min,no,group study,86.7,71.3,73.9,73.8,c
13918,16,female,public,high school,3.0,51.2,no,>60 min,no,group study,34.6,27.4,46.7,41.9,e
6977,18,male,private,high school,2.1,97.1,yes,30-60 min,no,notes,48.7,46.3,47.1,45.9,e
7595,16,other,private,no formal,1.1,70.1,no,15-30 min,no,coaching,29.4,31.9,26.5,30.0,f
5159,14,female,public,diploma,5.4,60.6,yes,>60 min,yes,textbook,58.0,67.4,60.6,68.2,d
14929,17,female,private,phd,3.6,51.5,yes,15-30 min,no,textbook,62.3,50.4,66.3,58.3,d
12475,18,female,public,post graduate,6.1,52.5,yes,>60 min,no,coaching,45.6,78.4,58.3,62.2,d
3668,15,female,private,high school,5.7,87.2,yes,<15 min,yes,textbook,82.5,100.0,100.0,90.2,b
